Pclass,Has_Cabin,Age_Group,Fare_Group,Family_Size,Sex_male,Embarked_Q,Embarked_S,Title_Miss.,Title_Mr.,Title_Mrs.,Title_Others.,Title_Othersa.
3,False,0,0,0,1,0,1,0,1,0,0,0
1,True,3,3,1,1,0,1,0,1,0,0,0
1,True,0,3,3,0,0,1,1,0,0,0,0
3,False,0,3,4,0,0,1,1,0,0,0,0
2,False,1,2,5,0,0,1,0,0,1,0,0
1,True,3,3,5,1,0,1,0,1,0,0,0
2,False,2,1,0,1,0,1,0,1,0,0,0
2,False,3,2,2,0,0,1,0,0,1,0,0
3,False,0,1,0,1,0,1,0,1,0,0,0
3,False,1,0,1,1,0,1,0,1,0,0,0
2,False,1,1,0,0,0,1,1,0,0,0,0
3,False,1,1,0,1,0,1,0,1,0,0,0
1,True,0,3,2,1,0,1,0,0,0,0,0
2,False,0,2,1,0,0,1,1,0,0,0,0
1,False,2,2,0,1,0,1,0,1,0,0,0
3,False,0,2,3,0,0,0,1,0,0,0,0
1,True,3,2,0,1,0,1,0,0,0,1,0
2,False,3,2,3,1,0,1,0,1,0,0,0
3,False,1,2,1,1,0,1,0,1,0,0,0
1,True,2,2,0,1,0,0,0,1,0,0,0
1,True,3,3,1,1,0,0,0,1,0,0,0
3,False,1,1,0,1,0,1,0,1,0,0,0
3,False,2,0,0,1,0,0,0,1,0,0,0
1,True,3,2,0,1,0,1,0,1,0,0,0
1,True,1,3,1,0,0,1,0,0,1,0,0
2,False,3,1,0,0,0,1,1,0,0,0,0
3,False,1,0,0,1,1,0,0,1,0,0,0
1,True,3,2,0,1,0,1,0,1,0,0,0
3,False,2,1,0,1,0,1,0,1,0,0,0
1,True,3,3,0,1,0,1,0,1,0,0,0
2,False,3,1,0,1,0,1,0,1,0,0,0
3,False,1,1,0,1,0,1,0,1,0,0,0
3,False,3,0,0,1,0,1,0,1,0,0,0
2,False,1,0,0,1,0,1,0,1,0,0,0
1,False,3,2,0,1,0,1,0,1,0,0,0
3,False,1,0,0,1,1,0,0,1,0,0,0
3,False,0,2,3,0,0,0,1,0,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
3,False,3,1,0,1,0,1,0,1,0,0,0
2,False,2,2,3,0,0,1,0,0,1,0,0
2,True,1,1,0,0,0,0,0,0,1,0,0
3,False,0,1,0,0,0,1,1,0,0,0,0
1,True,1,3,0,1,0,1,0,1,0,0,0
2,False,2,2,1,1,0,1,0,1,0,0,0
3,False,2,0,1,1,0,1,0,1,0,0,0
3,False,0,0,0,1,0,1,0,1,0,0,0
3,False,0,1,1,0,0,1,1,0,0,0,0
3,False,0,3,7,1,0,1,0,0,0,0,0
2,False,1,0,0,1,0,1,0,1,0,0,0
3,False,3,1,0,1,0,1,0,1,0,0,0
3,False,3,1,0,0,0,1,0,0,1,0,0
1,True,1,3,1,1,0,0,0,1,0,0,0
3,False,1,2,4,0,0,1,1,0,0,0,0
1,True,2,3,1,0,0,1,0,0,1,0,0
1,True,3,2,0,1,0,0,0,1,0,0,0
3,False,2,1,0,1,0,1,0,1,0,0,0
3,False,0,2,2,1,0,1,0,0,0,0,0
3,False,1,2,1,1,0,1,0,1,0,0,0
3,False,0,0,0,1,0,1,0,1,0,0,0
1,True,3,2,0,1,0,1,0,1,0,0,0
1,False,3,3,0,1,0,0,0,1,0,0,0
3,False,0,1,0,1,0,1,0,1,0,0,0
3,False,1,2,0,1,0,0,0,1,0,0,0
1,True,3,3,1,0,0,0,1,0,0,0,0
3,False,1,2,0,1,0,1,0,1,0,0,0
1,True,1,3,3,0,0,1,0,0,1,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
3,False,0,1,0,1,0,1,0,1,0,0,0
3,False,0,0,0,0,1,0,1,0,0,0,0
3,False,1,0,0,0,1,0,1,0,0,0,0
3,False,3,1,0,0,0,1,1,0,0,0,0
1,True,0,3,0,0,0,1,1,0,0,0,0
1,True,0,3,1,1,0,0,0,1,0,0,0
2,False,2,2,2,0,0,1,0,0,1,0,0
1,False,1,2,0,1,0,1,0,1,0,0,0
3,False,1,2,0,1,0,1,0,1,0,0,0
3,False,1,3,0,1,0,1,0,1,0,0,0
3,False,2,0,0,1,1,0,0,1,0,0,0
3,False,1,1,0,1,0,1,0,1,0,0,0
1,True,3,2,0,1,0,1,0,1,0,0,0
1,False,3,3,1,0,0,0,0,0,1,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
1,True,3,3,0,1,0,1,0,1,0,0,0
2,True,2,1,0,0,0,1,0,0,1,0,0
3,False,1,2,0,1,1,0,0,1,0,0,0
2,False,3,2,1,0,0,1,0,0,1,0,0
3,False,2,0,0,1,0,1,0,1,0,0,0
1,True,2,3,0,0,0,1,1,0,0,0,0
3,False,0,0,0,1,0,1,0,1,0,0,0
3,False,1,0,0,1,0,0,0,1,0,0,0
1,True,3,3,1,0,0,0,0,0,1,0,0
3,False,1,0,0,1,0,0,0,1,0,0,0
3,False,3,0,0,1,1,0,0,1,0,0,0
2,False,3,1,0,0,0,1,1,0,0,0,0
1,True,1,3,0,1,0,1,0,1,0,0,0
3,False,3,1,0,1,0,1,0,1,0,0,0
2,False,1,1,3,1,0,1,0,1,0,0,0
2,False,0,2,2,0,0,1,1,0,0,0,0
3,False,1,0,0,1,0,0,0,1,0,0,0
3,False,0,0,2,1,0,0,0,1,0,0,0
3,False,1,2,2,0,0,0,0,0,1,0,0
3,False,2,1,0,0,0,1,1,0,0,0,0
2,False,0,2,2,0,0,1,1,0,0,0,0
1,True,3,2,0,1,0,1,0,0,0,1,0
1,False,2,3,0,0,0,0,1,0,0,0,0
3,False,1,2,0,1,0,1,0,1,0,0,0
1,True,0,3,2,0,0,0,1,0,0,0,0
1,True,3,3,2,0,0,1,1,0,0,0,0
3,False,0,2,6,0,0,1,1,0,0,0,0
3,False,0,2,6,0,0,1,1,0,0,0,0
2,False,2,2,1,1,0,1,0,1,0,0,0
1,True,3,3,1,1,0,0,0,1,0,0,0
1,False,3,2,0,1,0,1,0,1,0,0,0
2,False,0,2,1,0,0,1,0,0,1,0,0
2,False,1,1,0,1,0,0,0,1,0,0,0
3,False,2,2,2,1,0,1,0,1,0,0,0
2,False,0,3,2,1,0,1,0,0,0,0,0
1,True,0,3,2,1,0,0,0,1,0,0,0
2,False,1,2,0,1,0,1,0,1,0,0,0
3,False,1,0,0,1,1,0,0,1,0,0,0
3,False,0,0,0,1,0,0,0,1,0,0,0
3,False,0,0,0,0,0,1,1,0,0,0,0
1,False,3,2,0,1,0,1,0,1,0,0,0
1,True,3,3,1,0,0,0,0,0,0,1,0
1,False,1,3,0,1,0,0,0,1,0,0,0
1,True,3,3,2,0,0,1,0,0,1,0,0
3,False,3,2,1,0,0,1,0,0,1,0,0
3,False,1,0,0,1,1,0,0,1,0,0,0
3,False,3,0,0,1,0,1,0,1,0,0,0
2,False,1,1,0,1,0,1,0,1,0,0,0
3,False,1,1,0,1,0,1,0,1,0,0,0
3,False,1,1,0,0,0,1,1,0,0,0,0
3,False,1,2,2,1,0,1,0,1,0,0,0
3,False,0,0,0,1,0,1,0,1,0,0,0
3,False,2,2,4,0,0,1,0,0,1,0,0
3,False,1,0,0,1,0,0,0,1,0,0,0
3,False,2,0,0,1,0,1,0,1,0,0,0
2,False,3,1,0,1,0,1,0,1,0,0,0
1,True,3,3,2,0,0,1,0,0,1,0,0
1,True,3,2,0,1,0,1,0,1,0,0,0
3,False,1,0,0,0,1,0,1,0,0,0,0
3,False,0,1,0,1,0,1,0,1,0,0,0
3,False,0,2,0,1,0,1,0,1,0,0,0
2,False,2,1,0,0,0,1,1,0,0,0,0
1,True,3,3,1,0,0,1,0,0,1,0,0
3,False,1,2,1,0,0,0,0,0,1,0,0
3,False,2,1,0,1,0,1,0,1,0,0,0
2,False,1,2,2,0,0,1,1,0,0,0,0
1,True,3,3,2,0,0,0,0,0,1,0,0
2,False,3,2,0,1,0,1,0,1,0,0,0
1,True,3,3,0,1,0,0,0,1,0,0,0
3,False,1,1,0,1,0,0,0,1,0,0,0
1,True,0,3,2,0,0,1,1,0,0,0,0
2,False,3,2,0,1,0,1,0,1,0,0,0
1,True,3,3,2,1,0,0,0,1,0,0,0
3,False,0,1,0,1,0,1,0,1,0,0,0
3,False,1,1,0,1,0,1,0,1,0,0,0
3,False,2,0,0,1,0,1,0,1,0,0,0
1,True,3,3,1,0,0,0,0,0,1,0,0
3,False,3,0,0,1,0,1,0,1,0,0,0
3,False,1,0,2,0,1,0,1,0,0,0,0
2,False,3,2,1,1,0,1,0,1,0,0,0
3,False,3,2,2,1,0,1,0,1,0,0,0
2,False,1,3,0,0,0,1,1,0,0,0,0
3,False,3,0,0,1,0,1,0,1,0,0,0
3,False,1,0,0,1,0,0,0,1,0,0,0
1,True,3,3,1,1,0,0,0,0,0,1,0
2,False,1,2,3,0,0,1,0,0,1,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
1,False,1,3,0,1,0,1,0,1,0,0,0
3,False,3,1,0,1,0,1,0,1,0,0,0
1,False,2,2,0,1,0,0,0,1,0,0,0
3,False,3,2,1,1,0,1,0,1,0,0,0
3,False,2,0,0,1,0,1,0,1,0,0,0
1,False,1,2,0,1,0,1,0,1,0,0,0
2,False,0,3,3,0,0,0,0,0,1,0,0
1,True,3,3,0,0,0,1,1,0,0,0,0
3,False,3,2,6,0,0,1,0,0,1,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
3,False,1,2,1,0,1,0,1,0,0,0,0
3,False,1,0,0,1,1,0,0,1,0,0,0
3,False,2,1,0,1,0,1,0,1,0,0,0
2,False,1,3,3,0,0,1,1,0,0,0,0
3,False,2,1,2,1,0,1,0,1,0,0,0
3,False,1,2,1,0,0,1,0,0,1,0,0
2,True,0,3,3,0,0,1,1,0,0,0,0
2,False,1,1,0,1,0,1,0,1,0,0,0
3,False,1,1,1,1,0,0,0,1,0,0,0
1,True,3,3,1,1,0,1,0,1,0,0,0
3,False,0,2,2,1,0,0,0,1,0,0,0
3,False,0,0,0,1,0,1,0,1,0,0,0
3,False,0,2,0,1,0,1,0,1,0,0,0
1,True,3,3,0,1,0,1,0,1,0,0,0
2,False,3,1,0,1,1,0,0,0,0,1,0
1,True,0,3,0,0,0,1,1,0,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
3,False,1,0,0,1,1,0,0,1,0,0,0
1,True,3,2,0,1,0,1,0,1,0,0,0
3,False,3,0,0,1,0,1,0,1,0,0,0
1,True,2,2,0,1,0,0,0,0,0,1,0
1,False,1,0,0,1,0,1,0,1,0,0,0
3,False,0,2,5,0,0,1,1,0,0,0,0
2,False,1,1,0,0,0,1,1,0,0,0,0
3,False,2,1,0,1,0,1,0,1,0,0,0
2,False,2,2,2,1,0,1,0,1,0,0,0
3,False,3,3,5,0,0,1,0,0,1,0,0
3,False,1,2,1,1,0,1,0,1,0,0,0
3,False,0,0,0,1,0,1,0,1,0,0,0
1,True,1,3,0,0,0,0,1,0,0,0,0
3,False,0,2,5,0,0,1,1,0,0,0,0
3,False,1,3,0,1,0,1,0,1,0,0,0
3,False,0,2,3,0,0,0,1,0,0,0,0
1,True,3,3,1,1,0,0,0,1,0,0,0
3,False,0,0,0,1,0,1,0,1,0,0,0
1,True,3,3,0,1,0,0,0,0,0,1,0
3,False,1,0,0,1,0,1,0,1,0,0,0
3,False,1,0,0,0,0,1,1,0,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
2,False,0,2,1,0,0,1,1,0,0,0,0
3,False,0,1,0,1,0,1,0,1,0,0,0
3,False,1,0,0,0,1,0,1,0,0,0,0
3,False,0,0,0,0,1,0,1,0,0,0,0
2,False,1,3,2,1,0,1,0,1,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
3,False,2,2,2,0,1,0,0,0,1,0,0
2,False,1,1,0,1,0,1,0,1,0,0,0
1,True,3,3,2,1,0,0,0,1,0,0,0
1,False,3,3,2,1,0,1,0,0,0,1,0
3,False,3,0,0,1,0,0,0,1,0,0,0
1,True,3,2,0,1,0,1,0,1,0,0,0
3,False,3,0,0,1,0,1,0,1,0,0,0
3,False,0,1,1,1,0,1,0,1,0,0,0
2,False,2,3,2,1,0,1,0,1,0,0,0
2,False,1,1,0,1,0,1,0,1,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
3,False,3,1,0,1,0,1,0,1,0,0,0
1,True,1,3,1,0,0,1,0,0,1,0,0
2,False,3,3,2,0,0,1,0,0,1,0,0
1,True,2,3,1,1,0,1,0,1,0,0,0
2,False,3,1,0,1,0,1,0,1,0,0,0
2,False,2,1,0,1,0,1,0,1,0,0,0
2,False,1,0,0,1,0,1,0,1,0,0,0
3,False,0,0,0,1,0,1,0,1,0,0,0
3,False,1,1,0,1,0,1,0,1,0,0,0
3,False,0,1,0,0,0,1,1,0,0,0,0
3,False,3,3,7,0,0,1,0,0,1,0,0
1,True,3,3,1,1,0,0,0,1,0,0,0
3,False,1,1,0,0,1,0,1,0,0,0,0
1,True,1,3,0,1,0,0,0,1,0,0,0
3,False,0,1,0,1,0,1,0,1,0,0,0
3,False,0,3,7,1,0,1,0,1,0,0,0
2,False,3,3,2,1,0,1,0,1,0,0,0
2,False,1,3,3,1,0,0,0,1,0,0,0
3,False,0,3,5,1,0,1,0,1,0,0,0
3,False,0,1,0,1,0,1,0,1,0,0,0
3,False,0,0,0,1,0,1,0,1,0,0,0
1,True,0,3,1,0,0,1,1,0,0,0,0
1,True,2,3,1,1,0,1,0,1,0,0,0
3,False,0,1,1,0,0,0,1,0,0,0,0
3,False,1,3,0,1,0,1,0,1,0,0,0
3,False,1,0,0,1,0,0,0,1,0,0,0
1,False,3,2,0,1,0,1,0,0,0,1,0
2,False,3,1,0,1,0,1,0,1,0,0,0
3,False,3,1,0,1,0,1,0,1,0,0,0
3,False,1,0,0,0,1,0,1,0,0,0,0
1,True,3,3,2,1,0,0,0,1,0,0,0
3,True,3,0,0,1,0,1,0,1,0,0,0
1,True,0,3,1,0,0,0,0,0,1,0,0
1,True,2,2,0,1,0,1,0,1,0,0,0
3,False,0,1,1,0,0,0,1,0,0,0,0
3,False,1,0,0,1,1,0,0,1,0,0,0
3,False,1,0,1,1,0,1,0,1,0,0,0
2,False,3,2,0,1,0,1,0,1,0,0,0
2,False,3,1,0,0,0,1,0,0,1,0,0
1,True,3,2,0,1,0,1,0,1,0,0,0
1,False,0,3,0,0,0,1,1,0,0,0,0
3,False,1,2,2,1,0,0,0,0,0,0,0
1,True,1,3,0,0,0,0,1,0,0,0,0
1,True,1,2,0,1,0,1,0,1,0,0,0
1,True,3,3,1,1,0,1,0,1,0,0,0
3,False,2,1,0,1,0,1,0,1,0,0,0
2,False,3,1,0,1,0,1,0,1,0,0,0
3,True,0,0,0,1,0,1,0,1,0,0,0
1,True,3,3,0,0,0,0,1,0,0,0,0
2,True,1,1,0,0,0,1,1,0,0,0,0
3,False,1,2,0,1,1,0,0,1,0,0,0
3,False,2,0,0,1,0,1,0,1,0,0,0
2,False,0,3,1,0,0,1,1,0,0,0,0
3,False,0,0,1,1,0,1,0,1,0,0,0
2,False,2,1,0,1,0,1,0,1,0,0,0
2,False,3,1,0,1,0,1,0,1,0,0,0
1,True,1,3,1,1,0,1,0,1,0,0,0
3,False,0,1,0,1,0,1,0,1,0,0,0
2,False,2,2,3,0,0,1,0,0,1,0,0
3,False,1,0,0,0,1,0,1,0,0,0,0
2,False,1,2,1,1,0,1,0,1,0,0,0
3,False,1,1,1,0,0,1,1,0,0,0,0
1,True,2,3,0,0,0,1,1,0,0,0,0
3,False,0,2,0,1,0,0,0,1,0,0,0
2,False,1,0,0,1,0,1,0,1,0,0,0
2,False,1,1,0,1,0,1,0,1,0,0,0
2,False,1,1,0,1,0,1,0,1,0,0,0
3,False,2,2,0,1,0,1,0,1,0,0,0
3,False,3,3,4,0,0,1,0,0,1,0,0
1,True,2,3,0,1,0,0,0,1,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
1,True,1,2,0,1,0,1,0,1,0,0,0
1,True,3,3,1,1,0,1,0,1,0,0,0
1,True,0,3,4,0,0,0,1,0,0,0,0
3,False,1,2,1,1,0,1,0,1,0,0,0
3,False,2,1,0,1,0,1,0,1,0,0,0
1,True,3,3,2,1,0,1,0,0,0,1,0
3,False,0,2,2,1,0,1,0,1,0,0,0
2,False,2,1,0,0,0,1,1,0,0,0,0
1,True,0,3,1,1,0,1,0,1,0,0,0
3,False,2,0,0,1,1,0,0,1,0,0,0
2,False,0,2,2,0,0,1,1,0,0,0,0
3,True,0,1,1,1,0,1,0,0,0,0,0
3,False,2,1,0,1,0,1,0,1,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
2,False,3,3,3,0,0,1,0,0,1,0,0
2,False,0,2,2,1,0,1,0,0,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
2,False,0,1,0,1,0,1,0,1,0,0,0
3,False,2,1,0,1,0,1,0,1,0,0,0
1,True,2,3,0,0,0,1,0,0,0,1,0
3,False,1,2,0,1,0,1,0,1,0,0,0
3,False,3,0,0,1,0,1,0,1,0,0,0
3,False,0,0,0,1,0,0,0,1,0,0,0
1,True,3,3,3,0,0,1,0,0,1,0,0
3,False,0,0,0,1,0,1,0,1,0,0,0
1,True,3,3,1,0,0,1,0,0,1,0,0
1,False,1,3,0,1,0,0,0,0,0,1,0
3,False,2,0,0,0,1,0,1,0,0,0,0
3,False,1,2,1,1,1,0,0,1,0,0,0
3,False,2,1,0,1,0,1,0,1,0,0,0
3,False,1,1,0,1,0,1,0,1,0,0,0
3,False,3,0,0,1,0,1,0,1,0,0,0
2,True,3,1,0,0,0,1,0,0,1,0,0
3,False,1,0,0,1,0,0,0,1,0,0,0
2,False,3,2,4,0,0,1,0,0,1,0,0
3,False,0,0,0,1,0,1,0,1,0,0,0
3,True,1,0,0,1,1,0,0,1,0,0,0
3,False,0,1,0,0,0,1,1,0,0,0,0
3,False,1,0,0,1,1,0,0,1,0,0,0
1,True,3,3,1,0,0,1,0,0,1,0,0
3,False,0,0,0,0,0,0,1,0,0,0,0
1,True,0,3,1,0,0,1,0,0,1,0,0
1,True,2,2,0,1,0,1,0,1,0,0,0
3,False,1,2,3,1,0,1,0,1,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
3,False,0,0,0,0,0,1,1,0,0,0,0
3,False,0,2,5,1,1,0,0,0,0,0,0
3,False,0,2,3,1,0,1,0,0,0,0,0
1,True,3,3,0,1,0,0,0,1,0,0,0
3,False,1,0,0,1,1,0,0,1,0,0,0
2,False,0,2,0,1,0,1,0,1,0,0,0
3,False,1,3,10,0,0,1,1,0,0,0,0
1,False,1,2,0,1,0,0,0,1,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
2,False,3,1,0,1,0,1,0,1,0,0,0
1,True,3,2,0,0,0,1,0,0,0,1,0
3,False,2,1,0,0,0,1,0,0,1,0,0
3,False,2,0,0,1,0,0,0,1,0,0,0
3,False,2,2,2,0,0,1,0,0,1,0,0
2,False,2,1,0,1,0,1,0,1,0,0,0
2,False,2,2,2,0,0,1,0,0,1,0,0
1,True,0,3,3,1,0,1,0,0,0,0,0
3,False,0,1,1,1,0,0,0,0,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
3,False,2,0,0,1,0,1,0,1,0,0,0
1,True,3,0,0,1,0,1,0,1,0,0,0
3,False,0,0,0,0,0,1,1,0,0,0,0
2,False,3,1,0,1,0,1,0,1,0,0,0
1,True,2,3,1,0,0,1,0,0,1,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
3,False,3,2,0,1,0,1,0,1,0,0,0
2,False,2,1,0,1,0,1,0,1,0,0,0
3,False,0,2,6,0,0,1,1,0,0,0,0
3,False,2,1,0,1,0,1,0,1,0,0,0
1,True,1,0,0,1,0,1,0,1,0,0,0
3,False,1,1,0,0,0,1,1,0,0,0,0
2,False,2,3,2,1,0,0,0,1,0,0,0
3,False,3,0,0,1,0,1,0,1,0,0,0
3,False,0,2,5,1,0,1,0,0,0,0,0
1,True,3,3,2,0,0,1,0,0,1,0,0
3,False,1,1,0,1,0,1,0,1,0,0,0
1,False,3,0,0,1,0,1,0,0,0,1,0
3,True,1,1,1,0,0,1,0,0,1,0,0
3,False,0,3,5,1,0,1,0,0,0,0,0
3,False,1,0,0,1,1,0,0,1,0,0,0
3,False,1,3,0,1,0,1,0,1,0,0,0
2,False,0,3,2,1,0,0,0,0,0,0,0
3,False,1,0,0,1,1,0,0,1,0,0,0
1,True,3,3,0,0,0,1,0,0,1,0,0
3,False,0,1,1,0,0,0,0,0,1,0,0
2,False,0,2,2,1,0,1,0,0,0,0,0
3,False,1,0,0,1,0,0,0,1,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
3,False,0,1,0,1,0,1,0,1,0,0,0
1,True,3,3,2,0,0,0,1,0,0,0,0
3,False,0,1,0,1,0,1,0,1,0,0,0
3,False,1,1,0,1,0,1,0,1,0,0,0
3,False,2,3,0,1,0,1,0,1,0,0,0
1,True,1,2,0,1,0,0,0,1,0,0,0
3,False,0,1,0,1,0,1,0,1,0,0,0
2,False,0,1,0,1,0,1,0,1,0,0,0
1,False,2,2,0,0,0,0,1,0,0,0,0
3,False,2,0,0,1,0,0,0,1,0,0,0
3,False,0,1,0,1,0,1,0,1,0,0,0
3,False,3,0,0,1,0,1,0,1,0,0,0
3,False,1,3,10,1,0,1,0,1,0,0,0
3,False,2,0,0,1,0,0,0,1,0,0,0
2,False,1,3,1,1,0,1,0,0,0,1,0
1,True,1,3,1,0,0,0,0,0,1,0,0
3,False,0,2,6,1,0,1,0,0,0,0,0
3,False,3,0,0,1,0,1,0,1,0,0,0
3,False,0,2,2,0,0,0,1,0,0,0,0
1,True,0,3,1,0,0,1,1,0,0,0,0
2,False,3,2,1,0,0,1,0,0,1,0,0
3,False,0,1,1,0,0,1,0,0,1,0,0
1,False,3,3,2,0,0,1,0,0,1,0,0
1,True,3,2,0,1,0,1,0,1,0,0,0
3,False,1,2,3,0,0,0,0,0,1,0,0
3,False,1,0,0,1,0,0,0,1,0,0,0
3,False,3,1,2,1,0,1,0,1,0,0,0
2,False,0,1,1,1,0,1,0,1,0,0,0
1,True,3,2,0,0,0,1,0,0,1,0,0
3,False,1,3,10,0,0,1,1,0,0,0,0
2,False,1,1,0,1,0,1,0,1,0,0,0
2,False,3,1,0,0,0,1,0,0,1,0,0
2,False,1,1,1,0,0,0,1,0,0,0,0
1,True,2,3,0,1,0,1,0,1,0,0,0
3,False,1,1,0,1,0,1,0,1,0,0,0
3,False,0,1,2,1,0,1,0,0,0,0,0
3,False,1,0,0,1,0,1,0,1,0,0,0
