Station_Code,Station_Name,State_Name,Minimum_Temperature,Maximum_Temperature,Minimum_DissolvedO2,Maximum_DissolvedO2,Minimum_pH,Maximum_pH,Minimum_Conductivity,Maximum_Conductivity,Minimum_BOD,Maximum_BOD,Minimum_NitrateN_and_NitriteN,Maximum_NitrateN_and_NitriteN,Minimum_Fecal_Coliform,Maximum_Fecal_Coliform,Minimum_Total_Coliform,Maximum_Total_Coliform
4358,"RIVER GOWTHAMI (GODAVARI) GOVALANKA, INJARAM (V), NEAR GMC
BALAYOGI BRIDGE, TALLAREVU (M)",ANDHRA PRADESH,25,31,5.8,6.8,7.1,8.4,228,60900,1.3,2.4,0.7,3.09,4,20,93,210
1448,"NAGAVALI AT THOTAPALLI REGULATOR, VIZIANAGARAM",ANDHRA PRADESH,24,36,5.7,8.1,6.7,8.4,200,585,1.2,2.5,0.23,9.35,7,21,75,2400
4346,"RIVER NAGAVALI NEAR NH- 16 BRIDGE,
UPSTREAM (U/S) OF SRIKAKULAM TOWN, BEFORE CONFLUENCE OF TOWN
SEWAGE",ANDHRA PRADESH,21,30,5,8.5,7.2,8.7,234,631,0.8,2.7,0.24,2.13,4,11,69,120
4347,"RIVER NAGAVALI NEAR WATER PUMP HOUSE (KILLIPALEM) , DOWN STREAM (D/S) OF SRIKAKULAM TOWN, AFTER
CONFLUENCE OF TOWN SEWAGE",ANDHRA PRADESH,21,30,4.6,7,7.1,8.5,302,1090,1.2,2.6,0.96,8.64,15,20,120,1100
4348,"RIVER VAMSADHARA, IMMEDIATE BORDER BETWEEN ANDHRA PRADESH & ORISSA STATES, NEAR LALITHAMBA
TEMPLE, BATTILI (V) BHAMINI (M)",ANDHRA PRADESH,20,34,6.5,8.1,6.7,8.3,254,384,1.4,2.6,0.16,2.29,7,21,93,460
4351,"RIVER NAGAVALI IMMEDIATE BORDER BETWEEN ANDHRA PRADESH & ORISSA STATES, NEAR SIVALAYAM, KUNERU (V),
KOMARADA (M)",ANDHRA PRADESH,24,34,5.4,8.2,6.7,8.6,240,462,1.2,2.4,0.38,1.77,7,21,93,460
4390,"PAPAVINASANAM RESERVOIR,
TIRUMALA",ANDHRA PRADESH,24,30,6.4,7.2,7.1,8,50,100,0.4,1.2,0.09,0.42,BDL,2,2,300
4357,RUSHIKONDA BEACH,ANDHRA PRADESH,25,32,5,7,7.2,8.4,5000,85900,1.2,2.4,0.33,1.07,4,15,28,150
4379,"UPPUTERU BEFORE CONFLUENCE WITH SEA, AT CHINAGOLLAPALEM VILLAGE,
KRUTHIVENNU (M)",ANDHRA PRADESH,25,28,4.1,5.8,7.7,7.9,28800,34100,2.2,3.4,0.56,1.4,3,4,210,1600
2352,"VAMSADHARA, KALINGAPATNAM,
VIZIANAGARAM",ANDHRA PRADESH,20,33,5.5,8.6,7,8.2,225,375,1.4,2.3,0.18,3.26,9,23,120,390
4369,"COLLING WATER BLOWDOWNS FROM ANDHRA SUGARS LTD, TANUKU BEFORE
JOINING RIVER GODAVARI",ANDHRA PRADESH,25,26,6,8,7.4,8.6,197,652,1.7,14,0.15,3.3,3,9,69,1300
3760,"BAROI RIVER, NEAR BRIDGE AT NH-52,
BISWANATH DISTRICT",ASSAM,20,30,4.8,6.8,6.8,8.1,52,130,1.3,2.7,0.5,1.6,2,2000,720,4200
3765,"BEGA RIVER, MG ROAD, MANGALDOI",ASSAM,21,32,5.8,6.8,7.4,8.1,73,131,1.1,2.5,0.6,2.1,300,2100,720,4400
3785,"BORBEEL NO. 1 , RAM NAGAR, DIGBOI, PUBLIC WATER SUPPLY, TINSUKIA",ASSAM,19,26,-,-,7.3,7.5,158,169,2.2,2.8,1.1,1.5,2,2,-,-
3789,"BORDOIBAM BEELMUKH BIRD SANCTUARY, DHEMAJI",ASSAM,12,31,2,9.4,7.3,8.6,48,193,1.2,5.2,0.4,3,2,730,300,2900
3820,"BORSOLA BEEL, SARABBHATTI,
GUWAHATI",ASSAM,21,34,-,-,6.8,7.7,283,468,16,34,1.8,3.1,2800,15000,3600,110000
3807,DIGARU RIVER AT NH CROSSING,ASSAM,18,33,5,8.6,6.7,7.4,34,70,1.1,2.8,0.6,2,2,1500,300,3500
3821,"DIPLAI BEEL AT SILGARA, KOKRAJHAR",ASSAM,23,36,3.3,5.6,6.6,7.7,20,43,1,2.9,0.5,2.2,2,360,360,14000
3777,"DORIKA RIVER NEAR MSW DUMPING
SITE, SIVASAGAR",ASSAM,19,31,4.3,6.5,6.4,7.8,72,212,1.4,2.8,1,4.2,300,910,910,2000
3763,"GABHARU RIVER NEAR BRIDGE AT NH-
52, NEAR TUMIUKI, SONITPUR",ASSAM,18,30,5.2,6.6,7.5,8,72,106,1.3,2.3,0.4,2.1,300,2000,730,3500
3787,"HOLUDUNGA BEEL NEAR GAI NADI/
RIVER AT SOMARAJAN, DHEMA JI",ASSAM,13,32,3.8,10,6.6,7.6,58,85,1.5,4.9,0.4,2.5,2,730,360,4300
3788,"JIADHAL RIVER/ KUMOTIYA RIVER NEAR
JIADHAL BRIDGE, DHEMAJI",ASSAM,13,32,4.3,9.2,7.4,8.1,66,209,1.3,2.7,0.9,2.6,2,1500,360,2800
3768,"KAKODONGA RIVER AT NH-37
CROSSING",ASSAM,18,33,3.7,7,6.9,7.7,75,192,1.2,2.8,1,2.6,2,910,300,1500
3791,"KALIANI RIVER NEAR KANAIGHAT
BRIDGE, KANAIGHAT",ASSAM,20,30,6.7,9.9,6.8,8,25,41,1.3,2.8,0.6,1.8,2,1100,360,2700
3812,"KAMALPUR BEEL, KAMALPUR",ASSAM,20,34,0.8,1.4,6.9,7.5,781,2890,18.4,78,1.8,4,300,2800,730,21000
3799,KILLING RIVER IN MORIGAON DISTRICT,ASSAM,19,30,4.1,9.8,7.3,7.9,19,63,1.2,2.7,0.4,1.8,2,730,360,2000
3796,"KUJI RIVER (NEAR NEW BOGAGIGAON) NEAR WATER INTAKE POINT FOR NF
RAILWAY",ASSAM,24,34,4.9,5.9,7.1,7.8,27,188,0.4,2.4,0.8,2.1,2,1500,360,3500
3810,KULSI RIVER AT CHAYGAON NEAR NH37 CROSSING,ASSAM,13,32,7,9.8,6.9,7.8,25,84,1.3,3.2,0.2,2.3,300,1100,1100,3500
3803,"MADHURA RIVER AT MADHURAGHAT,
CACHAR",ASSAM,22,25,5.6,5.8,6.9,7.3,90,116,1.8,2.8,0.7,1.3,300,1400,1400,3500
3783,"MAGURI BEEL, GUIJAN, TINSUKIA",ASSAM,12,31,5.8,10,7.1,7.8,60,136,2,2.9,0.8,1.8,2,730,360,2100
3800,"MALINI BEEL NEAR INDUTRIAL AREA AT
RAMNAGAR",ASSAM,22,25,2,5.2,5.8,6.5,112,198,1.8,4.4,1.3,2.4,300,1500,720,3500
3782,"NIZ KODOMONI PWSS COMPLEX,
DIBRUGARH",ASSAM,13,25,-,-,7.4,7.6,84,86,1.3,3,1.3,1.4,2,2,-,-
3767,"NUWA NOI RIVER, NEAR BRIDGE OVER
BOINAOJA PARA, MANGALDOI",ASSAM,20,32,5.4,6.8,7.3,8.1,71,102,1,2.1,0.7,2,720,1500,1400,3600
3808,PARASHALI BEEL AT DEMORIA,ASSAM,21,40,4.6,7.6,6,7.5,80,404,1.5,5,0.4,2.3,2,1100,720,2800
3811,PUTHIMARI RIVER NEAR PUTHIMARI CHOWK AT NH CROSSING,ASSAM,20,32,6.8,10.5,7.3,8.1,70,211,1.1,2.9,0.6,2,2,1100,360,2800
3798,SAMAGURI BEEL IN NAGAON DISTRICT,ASSAM,20,33,4.3,8.8,7,9.3,69,149,1.1,2.8,0.3,1.9,300,730,300,2000
3780,"SESSA RIVER NEAR SESSA TINIALI, NH
BRIDGE, DIBRUGARH",ASSAM,14,31,5.1,9.4,6.8,7.9,45,180,1.2,2.2,0.5,2.2,2,1500,300,3500
3814,"SILSAKO BEEL, CHACHAL, GUWAHATI",ASSAM,23,34,1,1.5,7,7.8,62,627,1.4,62,0.8,3.5,1500,3900,3500,15000
3819,"SORU SOLA BEEL, PALTAN BAZAR, GUWAHATI",ASSAM,20,34,-,-,7,7.4,280,464,14,34,1.9,3.3,2700,24000,3500,110000
3774,SUFFRY RIVER AT MAIBELLA,ASSAM,18,29,5.4,7.8,5.8,7.8,115,301,0.4,2.3,0.8,1.9,2,360,300,930
3775,TENGA PUKHURI AT TENGAPUKHURI,ASSAM,20,31,4.5,7.5,6.3,7.5,25,38,1.4,3.2,0.5,1.3,2,910,300,2800
3784,"TINGRAI RIVER NEAR TINSUKIA MSW
DUMPING SITE, ITAKHOLA",ASSAM,13,30,5,10.2,6.7,7.8,54,145,1.1,2.4,1.1,2.4,300,910,720,2000
3773,TOWKAK RIVER AT SONARI,ASSAM,19,31,5.1,7.7,6.4,7.6,78,127,1,2.6,0.9,2.4,2,1100,600,2300
4405,"RIVER DHONS AT MADHWAPUR,
MADHUBANI",BIHAR,25,36,4.8,8.7,7.2,8,199,493,1.7,5.6,0.11,0.31,1700,28000,17000,92000
4399,"HARHA RIVER AT BAGHA, LAURIYA
ROAD BRIDGE",BIHAR,18,33,3.7,7.6,7.5,8.1,205,462,1.7,2.2,0.03,0.45,1100,14000,7000,92000
4400,RIVER LAKHANDEI SITAMARHI U/S,BIHAR,16,30,6.1,7.5,7.4,8.1,359,561,1.8,3.1,0.08,0.17,820,35000,1400,160000
4401,RIVER LAKHANDEI SITAMARHI D/S,BIHAR,18,31,3.5,6.3,7.1,7.8,436,1160,1.8,3.2,0.06,0.27,830,17000,1200,28000
30017,"GHAGGAR AT SIRSA DABWALI ROAD
(HARYANA)",HARYANA,-,-,1.6,1.6,7.8,7.8,1240,1240,19,19,1.45,1.45,2000,2000,2000,2000
30018,"GHAGGAR AT CHANDRAPUR SIPHON
(HARYANA)",HARYANA,-,-,-,-,7.1,7.1,1430,1430,206,206,1.81,1.81,20000,20000,68000,68000
30020,GHAGGAR AT OTTU WEIR (HARYANA),HARYANA,-,-,-,-,7.9,7.9,1420,1420,94,94,1.14,1.14,4000,4000,4000,4000
30019,GHAGGAR AT SIRDULGARH(PUNJAB),PUNJAB,-,-,3.4,3.4,7.7,7.7,1220,1220,21,21,2.36,2.36,2000,2000,2000,2000
30008,MARKANDA RIVER AT KALA AMB U/S (H.P),HIMACHAL PRADESH,-,-,10,10,7.9,7.9,458,458,1,1,0.02,0.02,350000,350000,1600000,1600000
1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28,33,4.2,7.2,7.3,7.9,136,2402,BDL,1,0.1,0.4,2,9,10,170
2459,"AT ZARI CAUSE WAY BRIDGE, DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28,34,3.6,6.1,6.7,7.9,228,47020,BDL,3,0.4,2.5,900,1600,920,1600
2460,"DISCHARGE POINT OF DISTILLERY, DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",29,34,4.3,6.2,7.6,8.3,13330,52350,1.5,3.1,0.7,10,23,110,40,350
2461,"AT DAMAN JETTY, MOTI DAMAN","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28,33,5.1,6.7,7.4,8.4,2030,55740,BDL,2.6,0.2,2.5,21,90,58,280
2462,"VAPI WEIR, VAPI, DAMAN","DAMAN AND DIU, DADRA AND NAGAR HAVELI",27.5,34,4.1,6.9,7.4,8.6,199,572,BDL,2.2,0.1,0.5,34,220,110,540
2463,"AT LAVACHA TEMPLE, SILVASSA","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",27.5,33,4.5,6.8,7.2,8.3,210,5843,BDL,1.1,0.1,0.4,21,60,58,150
2464,"D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASSA","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28,34,5.4,7.3,7.2,9.3,216,600,BDL,BDL,0.1,0.6,8,34,26,84
2465,"AT NAROLI BRIDGE, SILVASSA","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",27.5,33,6,7.3,7.5,8.9,198,3584,BDL,3,0.1,0.3,11,40,25,94
2466,"AT VILLAGE NAMDHA, VAPI","DAMAN AND DIU, DADRA AND
NAGAR HAVELI",28,33,3.4,6.2,7.3,7.9,237,47400,BDL,2.9,0.1,1.6,240,1600,430,1600
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,27,31,6.4,9.3,6.1,7.8,45,90,BDL,2.1,BDL,0.27,110,1300,220,2400
2276,"RIVER BICHOLIM VARAZAN NAGAR ,
BICHOLIM",GOA,27,31,5.7,11,6.2,7.5,14,2851,BDL,2.9,0.11,0.91,2300,13000,4900,17000
4410,CHAPOLI DAM,GOA,27,30,7,8.3,6.7,7.4,56,460,BDL,BDL,BDL,0.55,2,2400,5,5400
2275,"RIVER CHAPORA NEAR ALORNA FORT , PERNEM",GOA,27,30,4,8.2,6.1,8.1,27,48300,BDL,2.9,0.04,0.23,490,4900,790,7900
1543,"RIVER KALNA AT CHANDEL- PERNEM, GOA",GOA,27,30,6.1,8,6.4,7.9,18,6725,BDL,4,0.03,0.75,450,3300,780,4900
1546,"RIVER KHANDEPAR AT OPA - PONDA, GOA",GOA,27,31,6.1,7.8,6.1,7.8,51,1132,BDL,4.2,BDL,0.13,68,1700,170,3300
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE , U/S OPA WATERWORKS,
SANGUEM",GOA,27,31,6.9,8.6,6.3,7.4,37,1013,BDL,2.8,BDL,0.17,78,2200,220,3300
2272,"RIVER KUSHAWATI NEAR BUND AT
KEVONA, RIVON, SANGUEM",GOA,27,37,5.1,8.3,6.4,8,23,47750,BDL,2.3,0.01,0.16,170,2300,330,4900
1545,"RIVER MADAI AT DABOS - VALPOI, GOA",GOA,27,31,6.9,8.6,6.2,8.5,41,126,BDL,2.7,BDL,0.48,490,2300,1300,3300
1400,"MANDOVI AT NEGHBOURHOOD OF
PANAJI, GOA",GOA,27,31,4.9,7.2,6.6,8.1,283,48800,BDL,1.8,BDL,1.41,23,1300,33,3500
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,27,30,4.7,7.2,6.5,7.5,121,46370,BDL,2.8,0.02,0.31,5,2300,8,4900
10012,RIVER MANDOVI AT PANAJI U/S,GOA,27,31,4.7,7,6.6,7.9,210,45470,BDL,1.1,BDL,1.42,20,790,45,2400
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSA-PANAJI,GOA,27,31,2.6,9.3,6.2,7.5,87,11180,BDL,5,0.01,0.75,2300,11000,3300,22000
2271,"RIVER SAL PAZORKHONI, CUNCOLIM(NEAR CULVERT MARGAO-
CANACONA NATIONAL HIGHWAY)",GOA,27,30,5.1,7.3,6.3,7.7,68,276,BDL,3.5,BDL,1.11,490,4900,1100,7000
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR, CAVELOSSIM",GOA,28,31,5.1,7.2,6.8,8,4810,52590,BDL,2.8,0.01,0.42,78,3300,220,7000
3183,"RIVER SAL AT KHAREBAND, MARGAO",GOA,28,30,BDL,4.1,6.3,7.9,97,478,BDL,6,0.39,45,7900,350000,13000,540000
3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",GOA,27,31,4,7.7,6.5,7.9,242,34780,BDL,3.2,BDL,1.31,130,2300,220,3500
4409,SALMONA SPRING,GOA,27,29,6.2,7.2,5.9,7.1,32,269,BDL,BDL,BDL,1.27,BDL,790,2,1100
3190,"RIVER SINQUERIM (CANDOLIM SIDE
NEAR BRIDGE)",GOA,27,33,5,6.4,6.1,8,7580,53160,BDL,2.7,BDL,1.22,45,2100,78,5400
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,GOA,26,32,5,6.3,6.1,7.9,7600,53220,BDL,1.7,0.04,0.82,130,2300,310,3500
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,27,32,6.6,8.4,6.2,7.8,42,5789,BDL,2.7,BDL,0.12,130,1700,170,9200
1544,"RIVER VALVANT AT SANKLI - BICHOLIM,
GOA",GOA,27,31,7.3,8.7,6.3,7.6,42,66,BDL,2.1,BDL,0.27,790,3500,2200,5400
1399,"ZUARI AT D/S OF PT. WHERE
KUMBARJRIA CANAL JOINS, GOA",GOA,27,32,4.3,7.4,6.3,8.1,37,48600,BDL,2.1,0.02,1.24,790,4900,1700,7900
1475,ZUARI AT PANCHAWADI,GOA,27,31,5,7.7,6.4,7.6,84,23600,BDL,3.8,0.03,0.35,460,1700,700,3300
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,27,31,4.5,7.7,6.2,7.7,211,38490,BDL,6.4,0.04,1.78,130,2300,230,4900
3182,RIVER ZUARI AT MARCAIM JETTY,GOA,27,31,4.6,7.4,6,7.8,891,51740,BDL,5,0.08,0.45,130,2300,220,4900
1148,AMBIKA AT BILIMORA,GUJARAT,25,35,6.1,7.2,7.2,8.1,245,51530,0.9,1.4,0.04,0.25,6,11,21,63
1434,"AMLAKHADI AFTER CONFL. OF W.
WATER FROM ANKLESH",GUJARAT,28,34,BDL,4.4,7.2,8.1,865,2720,2,49,0.19,0.89,220,1400,1100,4000
1980,"AMLAKHADI AT PUNGAM ANKLESHWAR
DISTT BHARUCH",GUJARAT,28,33,BDL,4.4,7.1,7.8,876,3230,2,43,0.13,0.88,70,140,170,460
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,27,31,5.3,7,7.1,8.2,290,1969,0.9,2.9,0.02,0.23,6,33,41,239
1436,"BHADAR D/S JETPUR VILL. AFTER CONF.
OF W.WATER FROM JETPUR CITY,",GUJARAT,25,31,BDL,6.7,7.4,8.8,717,11920,2.2,258.6,0.22,0.61,17,49,110,170
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,",GUJARAT,22,29,6.4,7.5,7.1,7.9,218,299,0.2,1.8,0.1,0.33,6,170,18,540
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),",GUJARAT,22,33,2.4,6.9,7.4,8,92,38138,0.8,5.3,0.45,0.64,26,1600,140,1600
1865,DHADAR RIVER AT KOTHADA,GUJARAT,27,32,BDL,1.8,7.1,7.9,530,1673,2.7,33,0.34,2.16,210,1600,520,1600
4420,"GIDC WATER RESERVOIR VILL: BHERSAM TA: VAGRA, DIST: BHARUCH",GUJARAT,27,32,6.7,6.7,8.3,8.5,168,381,0.7,0.7,0.03,0.09,23,23,70,79
1862,KAVERI RIVER ON BRIDGE AT BILLIMORA-VALSAD ROAD,GUJARAT,24,35,6,7.3,7.1,8,255,73685,1,1.1,0.02,0.28,4,17,26,94
1149,KOLAK AT PATALIA BDG.,GUJARAT,24,32,3.8,5.4,7.2,8,174,14870,1.6,2.9,0.19,0.39,94,1600,430,1600
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE
SACHIN,",GUJARAT,26,31,BDL,6.7,7.2,7.4,633,4238,1,28,0.03,0.23,6,27,53,143
1435,"KOLAK AT RAILWAY BRIDGE NO. 313
VAPI, VALSAD,",GUJARAT,24,31,5.2,7.2,7.1,7.9,668,46892,0.6,24,0.02,0.42,17,58,24,350
1861,"PURNA RIVER ON BRIDGE AT SURAT-
NAVSARI HIGHWAY",GUJARAT,24,35,6.1,7.2,7.1,8.2,381,20490,0.7,1.2,0.02,0.19,6,17,9,94
4423,"TAPPAR DAM, VILLAGE TAPPAR, TAL.
ANJAR",GUJARAT,30,30,7.1,7.1,7.5,7.5,1313,1313,0.8,0.8,0.95,0.95,4,4,12,12
2082,"TRIVENI SANGAM, NR. SOMNATH
TEMPLE, VERAVAL, DIST. JUNAGADH.",GUJARAT,22,26,5,6.5,7.1,8.4,757,46400,0.9,2.4,0.04,0.24,BDL,4,2,17
3204,"VISHWAMITRI DOWNSTREAM OF AT KHALIPUR VILLAGE, BEFORE MEETING
JAMBUVA RIVER",GUJARAT,20,29,BDL,3.1,7,7.8,305,1554,1.8,38,0.42,1.06,96,1800,540,1800
3205,"VISHWAMITRI UPSTREAM AT ASOD BRIDGE AT N.H. 8 , NEAR GLDEN
CHOKDI, ASOD VEMALI ROAD",GUJARAT,27,30,6.3,7.7,7.5,8.4,248,637,0.3,0.7,0.36,0.68,2,12,21,63
1025,"GHAGGAR GH-1 AT ROAD BRDG. SIRSA,
DEBWALI ROAD",HARYANA,18,18,1.7,6.8,7.6,10.3,337,17900,2,90,0.06,34,2200,250000,27800,820000
1026,"GHAGGAR GH-2 AT CHANDARPUR
SYPHEN",HARYANA,-,-,2.8,4.9,8.2,9.3,800,16900,16,60,-,-,12500,180000,160000,520000
1884,"GHAGGAR AT KALA AMB D/S
MARKANDA",HARYANA,18,29,2.5,6.8,2.8,8,352,3570,7,60,0.11,1.12,22000,340000,141000,5420000
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,HARYANA,16,29,4.6,8.2,7,8.4,324,667,4,7.5,0.05,2.96,14000,940000,148000,3450000
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER),HARYANA,-,-,1.9,4.4,8,10.4,782,21600,16,70,22,22,9600,198000,180000,560000
4464,"ALHI RIVER-NOG(NEAR WATER SUPPLY SCHEME INTAKE)TRIBUTARY OF RIVER
SATLUJ",HIMACHAL PRADESH,19,25,7.8,9.4,8.1,8.6,381,418,0.1,0.1,-,-,21,26,170,170
4465,HARABAGH(INTAKE FROM BBMB SOURCE-BBMB ADIT HARABGH)WATE SPRING,HIMACHAL PRADESH,20,22,7.6,11,7.4,8.3,211,623,0.1,0.1,-,-,11,27,79,210
4036,"KUNNI PUL, VILL SAMAHU, PO
KUNIHAR, TEHSIL ARKI","HIMACHAL
PRADESH",20,20.6,5.2,9.5,7.4,8.4,201,3550,0.1,1.8,0.11,0.45,4,26,12,220
4023,"MANJHI KHAD U/S DHARAMSHALA OF
KHANIYARA","HIMACHAL
PRADESH",8,11,7.1,8.9,7.2,8.1,57,236,0.1,0.2,0.07,1,2,20,46,140
4024,MANJHI KHAD D/S DHARAMSHALA AT CHETRU,HIMACHAL PRADESH,9,12,7.2,8.4,7,8.1,83,254,0.1,0.3,0.13,1.12,2,37,46,170
1871,"MARKANDA RIVER AT PAONTA, DISTT. SIRMOUR",HIMACHAL PRADESH,11,29,5.7,8.4,6.4,8.3,368,4690,0.3,1,0.1,1.16,12,22,31,79
2624,MARKANDA U/S KALA AMB,"HIMACHAL
PRADESH",12,32,6,9.2,7,8.2,375,587,0.4,1.7,0.02,0.89,11,33,26,140
2625,"MARKANDA D/S KALA AMB/
BOUNDARY OF HARYANA","HIMACHAL
PRADESH",13,32,6.4,9.6,7.1,8.3,378,592,0.6,1.8,0.01,0.75,17,43,34,220
3862,MARKANDA RIVER D/S OF SALANI KHAD,"HIMACHAL
PRADESH",12,32,5.6,9.9,7,8,369,4640,0.4,1.6,0.05,1.41,13,26,27,94
3863,"RAMPUR JATTAN MOGINAND NALA BEFORE CONFLUENCE TO RIVER MARKANDA NEAR RADHA SWAMI
SATSANG BHAWAN",HIMACHAL PRADESH,12,29,3,7.5,6.5,8.2,386,1033,0.6,16,0.07,2.12,39,1700,280,4300
